ID,Condicion,M001,M002,M003,M004,M005,M006,M007,M008,M009,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M100,M101,M102,M103,M104,M105,M106,M107,M108,M109,M110,M111,M112,M113,M114,M115,M116,M117,M118,M119,M120,M121,M122,M123,M124,M125,M126,M127,M128,M129,M130,M131,M132,M133,M134,M135,M136,M137,M138,M139,M140,M141,M142,M143,M144,M145,M146,M147,M148,M149,M150,M151,M152,M153,M154,M155,M156,M157,M158,M159,M160,M161,M162,M163,M164,M165,M166,M167,M168,M169,M170,M171,M172,M173,M174,M175,M176,M177,M178,M179,M180,M181,M182,M183,M184,M185,M186,M187,M188,M189,M190,M191,M192,M193,M194,M195,M196,M197,M198,M199,M200,M201,M202,M203,M204,M205,M206,M207,M208,M209,M210,M211,M212,M213,M214,M215,M216,M217,M218,M219,M220,M221,M222,M223,M224,M225,M226,M227,M228,M229,M230,M231,M232,M233,M234,M235,M236,M237,M238,M239,M240,M241,M242,M243,M244,M245,M246,M247,M248,M249,M250
PLT051,Infectada,6.1165,3.2292,8.1648,4.5929,3.6163,4.8936,3.6821,7.4155,7.2285,3.9525,3.9113,4.7866,7.1754,6.5367,7.3591,6.5475,4.1681,8.472,5.1313,3.55,2.8491,8.713,6.8538,6.1871,6.1758,4.6181,7.0074,5.68,7.9517,2.5621,6.6755,4.7637,7.9433,5.0191,5.6296,7.1071,6.6758,3.841,6.4112,8.4594,8.3734,11.3285,4.4791,10.4108,6.699,7.2553,7.6697,8.0875,4.7947,5.857,7.2249,6.1221,4.9756,4.3839,10.9951,7.8723,6.7515,3.0635,4.2955,9.7955,4.5371,7.0237,3.9186,4.2387,6.7802,5.2987,7.1008,7.0989,7.9843,4.1167,6.4192,4.3444,6.3299,8.2498,7.3603,4.1017,4.1033,6.9714,4.0225,10.7471,6.3579,4.3825,4.2978,4.8943,4.4416,3.9986,7.9115,5.3103,6.6581,6.5729,6.5968,6.0183,3.9098,4.799,6.5537,7.0154,7.7199,5.8249,5.9496,6.1467,5.0759,7.7422,3.6074,5.2338,6.509,5.718,5.5092,5.8256,3.7091,5.9119,11.6656,4.5145,2.622,4.5583,6.5252,7.0125,4.8911,3.695,7.7683,3.4015,5.7111,4.2855,5.6149,4.8519,5.4799,3.538,7.6085,6.872,5.6472,7.5947,3.5939,8.6373,7.0588,6.4943,7.1392,9.0544,5.021,3.5228,4.7986,7.0818,5.1154,4.6823,7.0325,5.7676,8.5645,3.5746,7.6312,4.7076,3.9873,10.3048,6.4617,4.6662,3.9507,5.9773,6.3236,7.3008,7.217,7.8286,6.8812,6.9074,7.9963,5.9432,3.1416,6.6578,6.5197,3.8346,3.9208,5.5196,6.663,5.0658,4.382,4.6264,5.12,5.5473,4.8945,6.4784,8.8092,5.0712,3.0904,4.5369,4.4487,7.8138,7.1908,9.4585,3.9902,7.9658,3.5338,6.6633,3.0208,6.1685,7.8602,4.8862,7.2284,8.5401,7.3066,8.3693,5.2594,4.8284,4.2918,5.2117,5.6849,3.7954,5.0706,6.4314,4.1207,5.6421,2.8775,6.5988,5.1019,5.5168,4.1286,5.3291,4.0673,4.6741,8.2656,8.4573,3.1442,6.6135,6.459,7.7988,6.1529,4.9468,5.0629,7.2204,6.8324,9.8555,3.2812,4.8666,5.872,9.3144,3.7329,4.8542,4.0907,7.0133,4.7374,5.4276,10.0786,4.7031,3.4542,6.8164,7.4947,7.1869,6.3813,3.8002,6.5816,5.7012,7.5761,3.7325,8.3094,3.9525
PLT052,Infectada,6.4954,3.36,8.2103,4.561,3.9064,5.271,4.0824,6.6643,6.7334,3.2299,3.5513,4.6594,7.1865,7.1119,7.8728,6.4129,4.0971,7.0562,5.7599,3.8446,2.7716,7.9469,6.7986,5.4616,6.4274,4.4664,5.6752,5.7732,8.7468,3.2693,5.9605,5.5024,8.0036,5.7628,5.5174,6.5526,6.4806,5.5731,6.2861,7.1332,8.4253,11.6999,3.553,10.3562,6.725,6.4592,7.783,7.0583,4.871,6.4748,5.9315,6.0672,5.7603,4.504,10.6215,7.553,6.3452,3.6091,3.3646,9.2095,4.912,7.412,3.996,3.2791,6.9169,5.3617,7.0112,6.6925,7.7898,4.907,5.0017,5.4349,6.308,7.3352,6.6808,3.2838,3.9563,7.0227,4.3164,10.8972,8.3839,5.2579,3.9442,4.2336,4.578,3.3126,7.8454,4.3453,7.4012,9.2869,6.9037,5.0476,4.0475,4.2526,6.216,7.9191,7.8319,5.8412,5.8282,6.2421,4.8239,7.9966,4.2109,5.5453,7.2093,5.383,5.321,5.0233,3.2088,5.526,10.3617,5.1419,2.8418,4.9626,6.9787,7.1081,4.8411,4.3856,8.1212,2.9176,6.5879,4.1841,6.3521,4.8327,6.1145,3.3969,7.4946,6.9697,5.3011,7.12,3.3006,8.1164,6.7592,6.5959,7.6715,9.2989,6.2271,4.1785,5.5921,7.1168,6.034,5.2635,7.7894,5.9182,6.7596,4.6125,7.8112,4.6475,4.2107,9.4864,6.1522,4.4011,4.7529,5.3451,6.414,7.4998,6.7147,7.593,6.9844,8.5395,8.5199,6.0898,4.1127,5.3013,6.3835,3.963,3.8675,5.8343,7.1166,6.7456,5.2542,3.7108,4.6695,5.0117,4.5459,5.988,9.4249,4.8198,2.8561,4.4566,4.2391,7.5731,6.9489,11.8906,4.9826,8.9088,4.535,7.0141,2.9842,5.0396,7.688,5.421,7.7267,8.543,8.5025,6.7041,4.9144,6.4457,3.7221,5.4691,5.0744,3.8457,4.5291,5.2475,4.5172,6.1243,3.3843,6.6426,5.8892,5.4658,3.3516,6.3532,4.1905,4.7278,8.5621,7.6523,3.4774,7.1851,6.8086,8.5827,5.5982,4.5621,6.488,6.8027,6.4388,9.5087,3.9044,4.6736,6.5264,10.4182,3.7741,5.0243,4.177,6.0828,5.2723,5.6053,9.4662,3.1646,3.6259,7.2102,6.8353,7.6915,7.2063,3.7327,8.4602,5.929,7.0794,2.6805,8.1732,4.0098
PLT053,Infectada,6.7323,3.1749,9.3706,4.8595,3.7372,5.3584,4.6808,7.2087,7.7599,3.5777,3.2876,5.044,7.3581,7.2522,7.5988,7.2615,4.6457,6.6069,5.7416,3.3278,3.4694,7.4629,7.3709,6.2178,6.2917,4.6305,6.9991,5.57,8.4741,3.4269,5.7539,4.942,7.9562,4.7563,5.7867,6.3957,6.4759,4.2402,5.4524,8.0465,8.355,10.1644,4.8414,10.0751,6.5833,6.9546,7.2744,6.8726,5.4171,7.2085,5.8827,5.9466,5.4375,4.0965,10.5121,7.1152,7.0503,2.5054,2.8338,9.0429,4.425,7.1059,4.6182,3.7705,5.4421,5.3483,7.581,6.5311,7.0311,4.5535,6.1233,4.9089,6.8906,7.5843,7.408,2.8683,3.9621,6.3635,3.9717,10.613,8.5646,4.8227,3.3325,4.2581,5.3571,4.4054,7.4712,4.4341,7.259,8.3971,6.1419,5.5481,3.6275,4.8946,5.8709,7.0466,7.98,5.9387,5.6452,7.0972,5.4457,8.4274,3.199,5.0583,8.0638,4.3397,5.4878,5.1281,3.3877,5.761,11.7643,4.6137,3.1845,4.3935,7.2279,6.856,4.7151,4.3964,7.3746,3.6822,5.9738,3.7175,4.2649,5.3591,6.1979,2.824,7.637,6.647,5.3767,7.1782,4.2767,8.2739,7.289,6.6632,7.1422,9.6327,6.941,4.0789,5.7963,6.8872,5.2375,4.9107,7.7751,5.2394,6.5399,3.9162,7.527,5.8604,3.4493,11.104,6.2428,4.7736,3.997,6.1286,6.488,7.8278,7.7724,7.223,6.7877,5.8153,8.3872,6.8157,3.0913,7.029,6.5723,3.63,3.6635,5.1678,6.4097,5.5836,3.7733,3.7247,4.1943,5.335,4.8668,5.1434,9.4399,4.5431,3.3309,4.4093,3.6783,7.5743,6.1391,11.2782,5.4167,8.3653,3.8627,7.2336,2.9047,5.7139,7.8656,4.1357,7.1325,7.9683,6.4654,7.857,4.1973,5.4877,4.0268,5.138,5.8759,4.0204,4.68,5.4378,4.3588,6.3105,3.6202,6.4659,5.662,5.2251,3.4776,6.1633,4.7763,3.9894,9.4335,7.9458,2.9507,7.43,6.0415,8.3238,6.397,5.1981,5.4627,6.69,6.8437,10.1418,3.847,4.6013,6.1793,10.3269,3.9414,4.127,3.8067,7.5141,4.3831,6.1164,10.2887,3.7536,3.8787,7.2817,6.7181,7.4065,6.52,3.9159,7.9777,5.5183,8.0075,3.995,7.8732,3.3406
PLT054,Infectada,6.0753,3.7075,8.1317,4.6311,2.8799,4.4242,3.8939,7.7713,7.8638,4.6073,3.8657,4.6577,6.4214,7.6241,7.5709,6.375,4.1603,6.9149,5.2979,4.081,3.7811,7.7703,7.4481,5.3278,6.1454,4.246,6.7718,5.1861,8.4891,3.6508,6.1043,5.6817,7.3236,4.5464,5.7734,7.0966,6.2461,4.1189,5.5338,8.0196,9.0964,11.531,4.705,10.1749,7.108,7.1035,6.9208,7.3824,5.2852,6.622,5.6043,6.1848,5.459,4.252,11.8285,7.5015,7.7648,2.8314,3.6653,8.2826,4.9941,7.7599,3.6156,3.1097,5.7775,5.1155,7.3331,7.0013,7.6785,4.3372,5.9534,5.0631,6.5024,6.7165,7.4414,4.0327,3.5081,6.3187,3.3433,9.5856,7.6823,4.361,4.7369,4.9347,5.668,4.4096,8.3497,4.8168,7.3179,9.0284,5.9788,5.1677,4.2756,4.6836,7.1661,7.8535,8.3878,4.8071,5.2498,6.5173,5.0306,7.2239,4.3984,5.6464,8.3988,6.0251,6.0058,3.8448,2.9692,5.4595,11.5465,5.2896,3.1147,4.2509,7.0234,6.8158,5.9623,4.4831,8.2068,4.0423,5.8528,3.7266,6.8373,5.5029,6.3263,3.3135,7.6074,7.3559,5.6105,7.0685,3.6456,7.1424,6.5122,6.3891,7.8561,10.0573,6.3849,3.7463,4.7603,5.9759,5.0741,4.9011,7.5864,4.1005,7.7011,4.6477,7.4492,5.0406,4.1778,9.8472,6.0664,4.2594,4.0427,5.5335,7.4471,8.2255,6.954,6.2522,6.506,7.3371,8.317,5.7781,3.5409,5.6867,7.05,4.5599,3.3331,5.78,6.5149,5.5877,4.4711,4.5987,4.5368,5.1865,5.7946,5.8606,10.2283,5.2244,3.3454,6.3126,4.471,6.8584,6.1267,9.7365,5.3052,7.9731,3.6328,7.1897,3.5192,4.8052,7.5041,4.6974,7.4318,8.5341,6.2826,8.8939,5.0549,5.5747,3.1113,5.5637,5.8134,4.1429,4.9768,5.771,3.055,5.1352,3.2588,6.6517,5.9202,6.1565,4.3508,5.9656,4.1039,4.4246,7.1335,7.2318,3.1277,6.3004,5.7643,8.2113,6.2455,4.3953,5.3669,6.8169,7.1757,9.3695,3.0486,3.3157,6.7244,9.0944,3.9819,5.3618,4.6387,7.4312,5.2716,5.2992,10.1162,3.6558,3.8177,6.3319,6.3905,7.7285,7.4129,4.1395,7.8214,6.1553,7.4259,3.4588,8.2323,4.3
PLT055,Infectada,6.318,3.2536,6.7783,5.2107,3.5901,4.2029,3.7994,7.5169,8.1551,3.7563,3.9391,5.7153,7.1416,6.9793,7.2253,6.8119,4.2026,6.8961,4.7861,4.0059,3.0385,7.6539,8.1168,5.93,6.227,4.5082,6.9818,5.261,8.5936,3.3877,6.9401,4.8184,7.1597,5.158,5.6363,7.2711,6.4709,4.4351,5.784,8.0508,8.6182,9.9554,4.7345,9.8636,7.6336,7.3613,7.6492,7.79,5.957,6.1231,6.7781,5.2273,5.6521,3.4229,8.7927,8.4142,6.783,3.0172,3.0236,10.6774,4.1475,8.2332,4.3054,3.5018,7.1766,5.0214,7.9072,7.3063,7.8875,4.1666,6.3106,5.2005,6.4354,7.6137,6.6863,3.3011,4.0256,6.7277,3.3528,10.1441,7.1533,4.2655,3.9949,4.4639,4.9909,3.4526,7.1738,4.3874,7.076,6.7619,5.7395,5.4931,3.8408,5.2235,6.3498,7.3224,6.8508,5.1061,5.642,6.56,4.8629,8.2618,3.2886,4.5707,7.6242,5.1466,5.2959,4.8,3.3069,6.0706,9.682,5.223,3.2759,3.9513,7.0366,6.6462,5.238,3.8178,8.4939,4.095,6.4617,3.8935,5.7756,5.2689,5.7683,3.4641,7.5708,6.6702,5.366,7.9993,3.3391,8.7505,7.1562,6.5714,6.9765,10.5396,6.0107,4.5555,5.1591,6.9598,5.8614,5.4048,7.4579,5.0971,6.4229,5.0743,7.8963,5.49,4.8537,9.5072,6.7806,5.1414,4.575,5.716,6.7601,7.3165,6.9411,6.9058,7.4213,7.1408,9.151,6.318,3.3282,5.4498,6.5901,3.0804,3.6664,5.2781,5.4378,5.0646,4.5699,4.28,4.647,5.5332,4.6727,6.4129,8.9442,4.9961,3.351,6.3206,4.0338,7.3982,6.5961,10.8294,4.4341,8.1743,3.8395,5.9881,2.6723,5.0407,7.5503,4.9388,7.4359,8.4075,6.7402,7.6273,4.2885,5.1787,3.4742,5.3416,4.8679,4.8093,4.9205,5.3294,4.176,6.4152,2.8038,6.4865,4.8072,5.1457,4.1955,6.1048,4.563,4.2881,8.9296,7.8471,4.0322,6.2588,6.3309,7.7922,6.169,3.9514,5.3381,6.9392,6.719,9.2085,3.421,4.6565,6.2349,9.4951,3.7642,4.6058,3.1741,6.9652,4.6826,5.4509,10.3485,3.8404,3.6741,6.4886,6.9605,7.4002,6.8109,3.7039,7.6427,5.5496,7.7188,3.4197,8.4145,3.9457
PLT056,Infectada,6.8464,3.5737,8.7254,5.2074,2.8627,5.7274,3.7603,7.5185,7.7866,3.7026,3.2564,4.3881,6.2274,6.9855,7.1986,6.2428,4.1046,6.7521,5.1577,3.293,3.4994,8.2655,7.0027,5.2867,6.2849,3.867,6.9541,6.62,8.0902,2.7316,5.9313,5.1068,7.2341,4.9699,5.6131,7.3204,6.202,4.9837,6.1771,7.592,8.4962,11.9553,5.0025,9.8017,7.527,6.6812,7.1542,7.6133,5.3475,6.7633,7.3303,5.9856,4.7422,4.8275,10.8194,7.8507,6.3455,3.2112,3.7793,8.7431,4.584,7.7553,3.9459,3.3992,4.7191,4.645,8.349,6.4938,8.3762,3.845,6.9119,4.8476,6.851,7.139,8.3744,3.4992,4.2533,6.1757,3.8632,10.6844,7.7738,5.0535,3.7851,5.0398,4.5423,3.666,7.7874,5.0139,7.8628,8.784,6.0904,4.8369,3.5947,5.0951,5.9701,7.7577,8.8537,5.5753,5.269,5.8905,5.3924,7.1974,4.0602,5.1608,7.6111,4.9058,5.6184,4.4861,2.5768,5.8518,11.18,4.8453,3.5453,4.2296,6.1053,6.8816,5.1123,3.457,7.2709,3.4728,5.9355,4.8722,5.2888,4.8109,6.0628,3.5442,6.9039,5.9378,5.3267,7.3691,3.5565,7.9344,6.7572,6.1966,7.1547,10.3061,5.7799,5.506,4.9742,7.1408,4.8762,5.2001,7.13,5.1219,6.2269,4.9985,7.4405,6.0641,3.4468,10.6589,6.2055,5.1104,4.4504,6.683,6.481,7.8183,7.526,7.8921,6.6419,6.7549,7.8449,6.4248,3.391,6.089,6.4472,4.2436,3.2732,5.1414,5.991,6.217,4.6981,4.1628,3.2625,5.8819,5.3532,5.817,8.5058,5.2004,3.4523,5.8095,4.0159,7.1086,6.1387,10.3673,5.4805,8.029,3.8016,8.8694,3.8821,5.2703,8.8951,4.99,6.9657,8.8523,8.6197,7.7565,4.6418,5.983,3.4739,5.7953,4.7201,4.1719,3.9902,5.5174,4.0656,6.259,3.2906,6.3933,5.3829,5.1215,4.1363,5.8615,4.4149,3.6841,8.0738,8.2471,2.6581,6.5307,5.3405,8.1313,5.5884,4.8535,5.4726,6.2659,7.4409,9.7103,3.5652,3.3813,6.5843,8.1435,4.0296,4.8645,3.6447,7.442,5.1627,5.3016,9.1363,4.8938,3.7618,7.0952,6.7644,6.8207,7.2856,4.4505,7.7321,5.5552,8.2391,2.8169,8.3174,3.9556
PLT057,Infectada,5.9444,4.1093,7.9536,4.1859,2.9303,5.463,3.5986,7.5531,8.08,3.7799,3.5128,4.5052,7.0848,7.2257,7.8317,6.5051,3.808,6.9945,5.0074,4.4698,3.3591,8.1354,6.8762,5.4791,6.6265,4.4493,7.0086,5.3328,7.6293,2.8015,6.5077,4.645,7.3572,3.7677,5.9274,7.2308,6.8156,4.2928,5.0148,7.6939,7.7448,11.3298,4.8793,8.9521,6.9718,7.2847,7.8891,6.7482,5.2543,6.7695,5.9092,5.9327,5.3379,4.6975,11.0701,8.413,6.6592,3.441,3.8461,9.764,3.6949,7.1077,3.678,4.4184,5.7721,5.3838,8.0934,7.0515,6.8309,3.79,6.756,5.0929,6.179,7.7225,8.6013,3.004,4.6557,6.0025,3.4122,10.6803,7.5064,4.7036,4.2101,4.7262,4.4877,3.7994,7.8415,5.3481,7.738,6.0662,6.7333,5.6777,3.6741,5.3001,5.7245,7.6734,9.0534,5.2341,4.5468,5.8154,5.5226,7.5417,3.1627,4.909,8.1206,5.0422,5.0658,4.0487,3.2957,5.4443,9.8526,4.7872,3.2039,4.1612,7.2412,7.6261,5.3318,2.9407,8.1535,3.1746,6.1205,4.0288,6.1167,5.0777,5.5164,3.8297,7.5835,6.5481,5.5947,7.7901,3.4124,7.546,7.7472,6.3099,8.4135,9.6381,5.8347,3.6941,5.5027,6.2893,5.4751,4.9518,7.4862,5.4676,6.8506,4.704,7.4257,5.6255,4.5928,11.0294,6.0756,5.3417,5.4657,6.1499,6.9381,7.2985,6.9431,6.6039,7.5061,7.7941,8.1708,5.8953,2.9097,6.3995,6.2173,3.752,3.5962,5.0922,6.2666,5.6825,4.4749,4.4027,4.1484,4.833,5.3634,6.1839,10.2005,4.4794,2.7925,4.9841,4.1742,7.1571,6.7469,11.0328,4.8576,7.3282,3.9986,6.7074,2.1473,5.4637,7.8013,4.5074,6.6774,8.335,6.0624,8.4095,4.9383,5.4813,4.2062,4.9109,5.4526,3.6523,5.0267,6.3796,3.5637,6.2228,3.5196,6.5217,5.2907,5.6932,3.1192,6.1618,3.7758,4.8775,8.8328,7.9546,2.3196,7.2656,7.1924,8.5132,5.8725,3.8235,6.0149,6.9215,6.9361,10.3361,3.8122,4.8758,6.7904,10.0878,3.9901,4.3094,3.2937,7.1977,4.4201,5.7726,10.1078,3.5504,3.4075,7.3053,6.907,7.0063,7.2867,3.5491,7.3697,5.9971,7.4935,3.4814,7.8895,3.3475
PLT058,Infectada,6.3962,3.8235,8.592,4.531,3.5831,3.7565,3.5364,7.2115,7.1359,3.3381,3.3449,4.8506,6.8085,6.9677,7.6375,6.1908,5.2474,6.077,6.3132,4.1206,2.429,7.6208,7.0874,5.8952,5.4999,5.1152,6.3848,5.5035,8.5121,2.5586,7.1291,5.3643,7.6469,4.6285,5.1661,6.9365,6.5357,4.6041,4.9599,6.3684,8.1574,8.3371,4.7691,9.2953,7.3408,6.6577,7.764,6.9985,5.1482,6.6453,6.3714,6.3017,4.9902,4.3812,10.8623,7.4594,6.5793,3.0458,3.0917,10.994,3.6563,7.562,4.7827,3.7688,6.719,4.431,7.5229,7.1672,7.6683,3.977,5.7683,5.4831,6.3092,6.8703,7.1457,3.273,4.8868,6.8489,3.7845,10.2046,8.4144,5.0547,4.1709,5.2996,5.1429,3.7398,7.3721,3.7501,7.4645,7.4351,6.4148,6.3058,3.8421,4.8845,6.3795,7.4377,9.3538,5.2626,4.9547,5.3653,5.2672,6.9895,3.9199,5.1726,8.2173,5.3774,5.5295,4.7841,3.46,5.397,11.0273,4.5774,3.0968,4.5718,6.2775,6.0611,6.2586,4.3553,7.8955,3.3573,5.7964,4.1037,6.2127,5.6036,5.3943,3.4053,6.5821,6.7715,5.4887,7.5923,3.9514,7.6106,6.9359,6.6558,7.6127,8.9443,5.4103,4.3432,5.0967,7.2493,5.2894,5.6602,7.93,5.429,6.725,3.3821,8.1473,5.335,3.7928,12.1302,6.4208,4.5229,3.7744,6.1316,6.7526,7.0228,7.3994,7.4291,6.5008,7.134,9.1615,5.4711,4.0427,6.3633,6.0924,4.2515,4.1752,4.3819,6.5617,4.8157,4.8586,4.4917,3.5166,5.7284,4.1969,5.7082,9.9564,5.4684,3.1028,5.7663,4.4977,7.8963,7.0926,10.7354,5.471,7.6598,3.5191,7.7917,2.6532,5.9807,7.8013,4.9869,7.1874,7.0241,6.6455,7.3291,5.4999,6.1376,3.9154,5.241,5.0619,4.4013,4.8674,6.574,3.9243,5.9194,3.1157,6.5314,5.0451,5.7724,3.9484,5.9777,3.9647,4.4448,8.3972,7.5633,2.9796,6.8989,5.8117,7.7842,6.0255,5.1135,6.584,6.6869,7.5036,10.8773,2.9528,3.6168,6.6401,10.0881,3.7144,4.2255,4.9961,7.5535,4.7762,5.2564,10.9104,3.978,3.4977,7.6919,7.1339,7.5766,6.7313,4.4729,7.3795,5.514,7.9794,3.3881,8.4422,4.0313
PLT059,Infectada,6.5552,4.3603,7.7974,4.7964,3.5751,4.2871,3.278,7.2271,7.7986,4.2683,4.1891,4.5326,6.521,6.9866,7.1466,6.9211,4.4866,6.677,6.3399,4.3764,2.7245,8.057,7.2315,5.8716,6.789,4.5489,7.2853,5.9639,7.8132,3.9544,5.5167,4.3435,7.3747,4.8576,5.8961,7.296,6.3759,4.5792,5.4095,7.7279,7.7919,9.2055,4.5073,9.6224,6.8337,6.9025,7.5276,8.3819,5.3311,7.4758,7.4392,5.4232,5.1095,4.8474,11.6966,7.464,6.2164,3.7282,3.707,10.1541,3.9578,7.1811,4.2023,4.2048,4.9338,4.759,8.5614,6.9876,7.8902,3.9972,6.1397,5.4292,6.766,6.9296,7.0748,3.8503,3.5936,6.7795,2.5493,10.3124,7.6194,5.442,3.3602,5.4118,5.1459,3.9152,8.0686,4.8919,7.5635,7.9506,6.3741,5.4591,3.9821,4.4502,6.3398,6.5473,6.513,5.6725,5.5603,7.2658,6.0805,7.9123,2.6101,5.6257,7.1525,5.3889,5.8794,4.7693,3.2315,5.2296,10.5537,5.2195,2.8206,4.8397,7.001,6.7616,5.7229,3.6213,7.944,3.4702,6.7052,4.717,6.5066,6.0701,5.1579,3.4469,7.3349,7.1537,5.2928,7.3432,2.8204,7.2559,7.6414,6.1566,7.9474,11.662,6.2013,3.7414,5.6287,6.5802,5.0644,5.7288,6.9593,5.3628,7.1018,4.5212,7.4013,5.352,3.7167,12.7228,6.1648,4.3344,4.5897,5.6787,6.7781,7.6648,6.9502,6.857,7.0128,6.6459,8.7334,6.7382,3.9635,5.8565,6.3103,3.9536,3.32,5.2391,6.7509,5.0996,4.9246,4.1667,3.6446,4.7547,4.4383,6.6662,9.4015,4.6673,3.2329,5.3536,3.7335,7.7133,7.5024,11.2229,4.5271,8.0652,4.6296,7.8818,3.9286,4.9661,7.9368,5.269,7.1728,7.9208,7.6312,8.1938,5.0957,5.3599,3.6991,4.716,5.224,4.4993,4.3673,5.6639,3.5343,6.1951,2.9926,6.9108,5.4351,5.3338,3.0156,5.8675,4.1505,4.4595,8.3026,8.7002,3.1637,6.7486,6.4378,7.9607,5.427,4.5645,5.442,6.2671,6.7918,9.0449,3.1853,4.5558,6.2876,8.2411,3.6128,4.4661,4.0977,6.542,5.17,5.0539,9.9993,4.3542,3.8274,6.8354,6.6422,7.1916,7.2934,4.0391,7.1346,6.5187,7.4208,2.7989,8.5142,3.6964
PLT060,Infectada,6.5735,3.5602,7.6302,4.9866,3.3081,5.9299,3.828,7.2385,7.003,5.0164,4.2349,4.103,7.1823,7.0541,7.3057,6.5116,3.9354,7.224,5.2649,3.7755,3.1834,8.0304,7.4491,5.9306,5.6925,4.4553,5.8485,7.2524,8.6983,2.7894,6.4263,5.4516,7.8459,4.974,5.4545,6.9615,6.3802,4.8852,5.6307,7.7488,8.3011,10.5148,4.2136,11.2579,7.2902,6.6397,7.1877,7.3805,5.4043,6.998,6.4179,5.4529,5.7507,3.9691,10.0702,7.9039,7.3778,3.2535,3.9171,10.1125,4.4073,7.2736,4.6516,3.7155,6.1383,5.4871,7.3801,7.9245,7.2109,4.1869,4.8228,4.985,6.5058,7.3911,6.8567,2.9864,3.8746,7.092,3.3258,9.3056,7.1293,4.3842,3.865,4.5127,5.4339,3.8868,7.8678,5.1194,7.5692,8.4356,6.3862,5.9284,3.1309,5.385,6.5262,7.6506,8.6827,5.5564,6.0122,6.0486,4.9795,7.732,3.0368,5.2228,7.409,4.8879,5.172,4.9835,3.3272,5.1747,10.6683,4.838,3.7089,5.1312,6.0194,6.8468,5.4808,3.5452,8.0186,4.2184,6.2809,4.0592,5.9062,5.2897,5.2806,3.0432,7.1481,6.2059,5.1484,7.7673,3.943,7.909,7.173,6.7529,7.1935,10.7939,5.6451,3.8607,5.3523,7.0636,5.7098,5.7015,7.3265,5.5129,5.5386,4.1651,7.6379,4.8944,4.5892,11.2842,5.7254,4.8651,4.2483,6.4658,7.2323,8.4989,7.2367,7.4247,6.5042,6.624,8.5283,6.5486,3.7565,5.3033,6.4034,4.0063,3.5146,5.4432,6.0423,5.7347,4.0092,4.1844,4.3601,5.5032,4.6353,6.646,9.3848,5.0915,3.4677,4.9061,4.5244,7.3763,6.2819,10.487,4.8235,8.1446,4.4928,6.4299,3.0532,5.2546,7.3412,5.1705,7.5116,8.7064,8.3824,7.5746,4.2965,5.7886,3.4838,4.3872,5.2779,3.4841,5.0007,5.7266,3.4767,5.6874,2.7062,6.8131,5.24,5.3915,3.6349,6.8515,3.7499,4.7266,8.2814,7.603,2.9362,6.7237,6.1955,8.3071,6.4839,4.6398,5.8337,7.1673,6.3915,8.6984,3.1796,3.7096,6.2181,10.3007,4.0983,4.5354,3.8405,7.4909,4.6545,6.7736,10.3066,3.7896,3.9468,6.9064,6.6634,7.1622,7.2264,4.1241,7.5147,5.5569,7.1268,3.5624,7.7011,3.8824
